Time,DG1,DG2,DG3
22/11/2022 9:56:00,0,0.204765631,0.148441922
22/11/2022 9:57:00,0,0.204870909,0.121315302
22/11/2022 9:58:00,0,0.20529202,0.120964375
22/11/2022 9:59:00,0,0.205432391,0.120578356
22/11/2022 10:00:00,0,0.206730819,0.137212273
22/11/2022 10:01:00,0,0.205748225,0.139738944
22/11/2022 10:02:00,0,0.205256928,0.165426767
22/11/2022 10:03:00,0,0.204800723,0.115174087
22/11/2022 10:04:00,0,0.206099151,0.113349269
22/11/2022 10:05:00,0,0.20462526,0.125456235
22/11/2022 10:06:00,0,0.204870909,0.134404861
22/11/2022 10:07:00,0,0.205046372,0.114612605
22/11/2022 10:08:00,0,0.20581841,0.115770662
22/11/2022 10:09:00,0,0.205467484,0.14338858
22/11/2022 10:10:00,0,0.20567804,0.12619318
22/11/2022 10:11:00,0,0.205853503,0.139914408
22/11/2022 10:12:00,0,0.205853503,0.139212555
22/11/2022 10:13:00,0,0.204835816,0.149319239
22/11/2022 10:14:00,0,0.205046372,0.1265792
22/11/2022 10:15:00,0,0.205046372,0.118507889
22/11/2022 10:16:00,0,0.205186742,0.118192056
22/11/2022 10:17:00,0,0.205327113,0.11745511
22/11/2022 10:18:00,0,0.205046372,0.143879878
22/11/2022 10:19:00,0,0.204870909,0.117384924
22/11/2022 10:20:00,0,0.205748225,0.117314739
22/11/2022 10:21:00,0,0.205923688,0.128895315
22/11/2022 10:22:00,0,0.20529202,0.139247647
22/11/2022 10:23:00,0,0.204519982,0.140967187
22/11/2022 10:24:00,0,0.204660353,0.124614011
22/11/2022 10:25:00,0,0.205607854,0.118086778
22/11/2022 10:26:00,0,0.206204429,0.118437704
22/11/2022 10:27:00,0,0.206239522,0.146125807
22/11/2022 10:28:00,0,0.205958781,0.145213398
22/11/2022 10:29:00,0,0.205502576,0.14272182
22/11/2022 10:30:00,0,0.206379893,0.144265897
22/11/2022 10:31:00,0,0.206169337,0.144546638
22/11/2022 10:32:00,0,0.206309707,0.162092964
22/11/2022 10:33:00,0,0.206134244,0.167111214
22/11/2022 10:34:00,0,0.205467484,0.16798853
22/11/2022 10:35:00,0,0.20581841,0.144651916
22/11/2022 10:36:00,0,0.205853503,0.146266178
22/11/2022 10:37:00,0,0.205011279,0.144371175
22/11/2022 10:38:00,0,0.20581841,0.144757194
22/11/2022 10:39:00,0,0.205537669,0.144160619
22/11/2022 10:40:00,0,0.205467484,0.145318676
22/11/2022 10:41:00,0,0.206309707,0.145739788
22/11/2022 10:42:00,0,0.206414985,0.14735405
22/11/2022 10:43:00,0,0.206555356,0.167181399
22/11/2022 10:44:00,0,0.205256928,0.166549731
22/11/2022 10:45:00,0,0.205327113,0.162373706
22/11/2022 10:46:00,0,0.205186742,0.148231367
22/11/2022 10:47:00,0,0.20567804,0.145388862
22/11/2022 10:48:00,0,0.205853503,0.144546638
22/11/2022 10:49:00,0,0.20515165,0.167216492
